Yellow Robot	Blue Robot	Ball
(1009.57080078125, 451.6233825683594)	(209.91802978515625, 491.70892333984375)	(99.60417175292969, 821.8342895507812)
(1010.8777465820312, 450.3877258300781)	(206.9456024169922, 487.6243896484375)	(101.7127685546875, 817.62158203125)
(1013.3003540039062, 447.4254455566406)	(203.2345733642578, 481.91143798828125)	(104.5843505859375, 812.2239379882812)
(1013.85009765625, 445.2689514160156)	(199.98094177246094, 477.1907653808594)	(107.38581848144531, 807.8447265625)
(1013.3955688476562, 443.39080810546875)	(197.80747985839844, 473.34136962890625)	(109.8206787109375, 803.502197265625)
(1013.6744995117188, 441.0003967285156)	(193.84950256347656, 468.28668212890625)	(112.51031494140625, 797.9838256835938)
(1013.89794921875, 440.2618103027344)	(192.42062377929688, 466.5871887207031)	(113.31342315673828, 795.9334106445312)
(1014.5596923828125, 438.35162353515625)	(191.19906616210938, 463.7857666015625)	(114.87274169921875, 793.0592041015625)
(1013.510009765625, 437.7144775390625)	(191.82525634765625, 461.48345947265625)	(118.33374786376953, 789.08203125)
(1013.1923828125, 433.82012939453125)	(186.93017578125, 455.2740783691406)	(118.79122924804688, 782.388427734375)
(1014.0665893554688, 430.2453308105469)	(180.54495239257812, 447.36529541015625)	(119.24044799804688, 775.7384033203125)
(1015.078857421875, 427.9962158203125)	(176.2775115966797, 442.4755859375)	(121.6078109741211, 771.1497192382812)
(1015.0172119140625, 427.2123718261719)	(174.68289184570312, 440.7250671386719)	(122.31150817871094, 769.511962890625)
(1014.4986572265625, 425.4179992675781)	(171.69679260253906, 437.440673828125)	(123.48072814941406, 766.8314819335938)
(1015.7630004882812, 423.2871398925781)	(168.8124542236328, 433.0044250488281)	(124.9701919555664, 761.6900024414062)
(1014.3287353515625, 421.8744812011719)	(166.77442932128906, 429.1398620605469)	(127.37208557128906, 758.5023193359375)
(1013.2431030273438, 418.52276611328125)	(165.3608856201172, 423.728515625)	(130.0310516357422, 754.0236206054688)
(1012.3138427734375, 414.78021240234375)	(161.85816955566406, 417.4374084472656)	(132.02305603027344, 747.6687622070312)
(1011.1256713867188, 412.32012939453125)	(158.5291748046875, 414.8500671386719)	(134.59803771972656, 741.999267578125)
(1011.8225708007812, 411.6812438964844)	(155.70147705078125, 414.8777160644531)	(137.22003173828125, 737.2251586914062)
(1012.0537109375, 411.58050537109375)	(155.18505859375, 416.6576843261719)	(141.17633056640625, 733.455078125)
(1011.42138671875, 411.06793212890625)	(154.2542724609375, 415.8575744628906)	(145.55130004882812, 727.7745971679688)
(1011.6779174804688, 411.4837951660156)	(152.46823120117188, 416.7567443847656)	(145.01400756835938, 726.2413330078125)
(1009.749755859375, 411.44537353515625)	(150.1984100341797, 417.05230712890625)	(147.36709594726562, 722.2844848632812)
(1007.2110595703125, 412.4520263671875)	(148.18731689453125, 418.2510986328125)	(150.92837524414062, 718.51025390625)
(1001.4898071289062, 413.2784118652344)	(145.52561950683594, 418.0543212890625)	(153.62594604492188, 712.864013671875)
(995.8736572265625, 414.7237243652344)	(141.8079833984375, 418.0401306152344)	(154.9119110107422, 708.7153930664062)
(991.3658447265625, 414.9849548339844)	(138.83084106445312, 417.1452331542969)	(158.84149169921875, 702.552734375)
(986.9153442382812, 414.94415283203125)	(136.9741668701172, 415.09619140625)	(163.67079162597656, 696.751220703125)
(982.0322265625, 416.16259765625)	(133.7138671875, 414.89923095703125)	(165.32888793945312, 692.7525024414062)
(976.2517700195312, 416.6917724609375)	(131.4147491455078, 413.078125)	(168.82681274414062, 686.3497314453125)
(971.3704223632812, 418.1257019042969)	(130.76002502441406, 411.75042724609375)	(173.05215454101562, 680.308837890625)
(969.5413208007812, 418.5617370605469)	(131.00424194335938, 411.3001708984375)	(175.00344848632812, 678.37646484375)
(965.8837890625, 417.9662780761719)	(129.2516326904297, 409.32513427734375)	(176.62945556640625, 672.5918579101562)
(962.2714233398438, 418.702880859375)	(129.0349578857422, 408.5657653808594)	(179.41421508789062, 667.8485107421875)
(958.1717529296875, 419.875732421875)	(128.4363250732422, 410.14227294921875)	(181.70033264160156, 663.6156005859375)
(952.220947265625, 419.7420959472656)	(129.4767303466797, 411.0121154785156)	(185.68942260742188, 659.2193603515625)
(948.0530395507812, 420.9784851074219)	(129.92813110351562, 411.08160400390625)	(188.4217529296875, 654.956298828125)
(944.4740600585938, 421.9744873046875)	(132.14068603515625, 410.887451171875)	(192.38919067382812, 649.972900390625)
(940.6100463867188, 423.48431396484375)	(134.23782348632812, 409.9242248535156)	(195.93238830566406, 645.728759765625)
(935.36376953125, 425.2083740234375)	(137.53079223632812, 407.35595703125)	(200.49769592285156, 642.1171875)
(929.59375, 426.01055908203125)	(140.62777709960938, 402.9217529296875)	(204.2942352294922, 637.196533203125)
(922.4105834960938, 427.69915771484375)	(144.83892822265625, 399.4861755371094)	(208.6898651123047, 631.9185791015625)
(919.7977905273438, 428.1419372558594)	(146.76524353027344, 398.05047607421875)	(210.58218383789062, 630.0046997070312)
(915.6290283203125, 428.04742431640625)	(148.18582153320312, 394.147705078125)	(212.24542236328125, 625.9556274414062)
(910.9388427734375, 429.7917785644531)	(151.68948364257812, 390.01611328125)	(217.0431671142578, 622.7884521484375)
(906.0689086914062, 430.8190002441406)	(150.54685974121094, 383.6034240722656)	(217.1719207763672, 617.3226928710938)
(901.3611450195312, 431.7507629394531)	(153.2095184326172, 378.9422302246094)	(217.67471313476562, 613.198486328125)
(896.2496337890625, 431.7647705078125)	(156.9320526123047, 372.6631164550781)	(220.71246337890625, 607.3159790039062)
(894.5723266601562, 432.0295104980469)	(158.3145751953125, 370.75933837890625)	(221.7349090576172, 605.4757690429688)
(888.645263671875, 433.4795227050781)	(160.5951385498047, 367.4425964355469)	(224.0464324951172, 601.9943237304688)
(883.9241333007812, 435.6625671386719)	(162.66372680664062, 365.2088317871094)	(226.24017333984375, 598.767333984375)
(877.676513671875, 437.44732666015625)	(165.32928466796875, 361.73504638671875)	(229.5313720703125, 595.489990234375)
(872.462646484375, 438.6737976074219)	(166.18360900878906, 357.59576416015625)	(230.7337646484375, 592.7619018554688)
(868.166259765625, 439.13861083984375)	(169.2587432861328, 353.66314697265625)	(234.14572143554688, 588.1888427734375)
(863.4124145507812, 440.3455810546875)	(171.698974609375, 349.5379333496094)	(236.87399291992188, 583.4867553710938)
(858.67578125, 442.44683837890625)	(173.9591064453125, 346.4936828613281)	(239.42523193359375, 580.1817626953125)
(852.2465209960938, 443.16607666015625)	(176.4131622314453, 342.74407958984375)	(242.56224060058594, 574.5691528320312)
(850.8629150390625, 443.29742431640625)	(174.84365844726562, 341.96630859375)	(242.21888732910156, 573.1599731445312)
(848.8153076171875, 444.5098571777344)	(174.77186584472656, 342.22674560546875)	(244.23497009277344, 570.8050537109375)
(842.89501953125, 446.63482666015625)	(174.98353576660156, 343.5047302246094)	(247.0850372314453, 567.7677612304688)
(837.2044067382812, 447.8556823730469)	(174.7069549560547, 343.5925598144531)	(251.05307006835938, 564.3499145507812)
(832.355712890625, 447.3866271972656)	(175.65504455566406, 343.4678955078125)	(253.79869079589844, 559.7210083007812)
(826.8522338867188, 448.4710693359375)	(175.10470581054688, 344.1094055175781)	(256.7372131347656, 555.2997436523438)
(824.96142578125, 448.926513671875)	(174.7901611328125, 344.35455322265625)	(257.6693115234375, 553.7232666015625)
(821.1629638671875, 449.6533508300781)	(175.44775390625, 344.26971435546875)	(259.60052490234375, 549.3124389648438)
(816.487548828125, 451.7272033691406)	(175.8735809326172, 345.97357177734375)	(262.67474365234375, 545.5942993164062)
(810.3388671875, 452.091552734375)	(175.96783447265625, 345.014892578125)	(266.0963134765625, 539.5728759765625)
(805.636474609375, 451.8497314453125)	(177.02700805664062, 343.7605285644531)	(269.3169250488281, 532.9027099609375)
(801.4027709960938, 453.36279296875)	(177.10069274902344, 343.78741455078125)	(271.5825500488281, 527.94970703125)
(795.3831176757812, 453.5786437988281)	(175.9280548095703, 343.4042053222656)	(272.9200134277344, 523.7508544921875)
(790.5614013671875, 455.42608642578125)	(175.0106658935547, 343.85986328125)	(275.0931091308594, 520.7787475585938)
(785.5650024414062, 457.2481384277344)	(175.26077270507812, 343.9555969238281)	(277.75604248046875, 516.2691040039062)
(783.8117065429688, 457.8434753417969)	(175.44561767578125, 343.9463806152344)	(278.7275390625, 514.6594848632812)
(780.8143920898438, 457.7472839355469)	(174.27499389648438, 343.7820129394531)	(280.0303649902344, 511.4015197753906)
(775.3506469726562, 458.2411804199219)	(173.74365234375, 341.5547790527344)	(280.3910827636719, 507.5669250488281)
(770.9715576171875, 458.9630126953125)	(175.86866760253906, 340.4402160644531)	(281.9728088378906, 502.1179504394531)
(766.959716796875, 459.60943603515625)	(177.34622192382812, 342.06610107421875)	(283.4297180175781, 497.8744812011719)
(760.89892578125, 460.3920593261719)	(179.36766052246094, 343.3675842285156)	(286.23681640625, 492.3854675292969)
(754.9618530273438, 462.113525390625)	(181.95204162597656, 345.63836669921875)	(287.41375732421875, 488.1072692871094)
(750.7677612304688, 463.6923828125)	(185.52284240722656, 348.32305908203125)	(290.3974304199219, 483.464599609375)
(749.249755859375, 464.1685791015625)	(186.773193359375, 349.3821716308594)	(291.5063171386719, 481.9643249511719)
(745.1644287109375, 464.3419189453125)	(188.60035705566406, 347.95550537109375)	(294.09869384765625, 478.8049621582031)
(740.2921752929688, 466.7212219238281)	(190.21670532226562, 350.0954284667969)	(297.05023193359375, 476.3243103027344)
(736.6631469726562, 468.2548828125)	(193.77479553222656, 351.07135009765625)	(300.5523376464844, 473.2176208496094)
(732.6785278320312, 470.4759521484375)	(197.14785766601562, 352.1905212402344)	(303.44866943359375, 469.244873046875)
(726.7764282226562, 471.8814392089844)	(199.22705078125, 353.449462890625)	(305.963134765625, 467.45782470703125)
(721.3363037109375, 473.056640625)	(203.159423828125, 353.2752380371094)	(309.74322509765625, 466.049560546875)
(716.427978515625, 473.6972351074219)	(203.9425048828125, 352.67626953125)	(314.2153015136719, 463.5860900878906)
(711.3492431640625, 474.7934875488281)	(203.32916259765625, 352.3049011230469)	(317.9769287109375, 463.2426452636719)
(708.1976928710938, 475.8707275390625)	(202.7183380126953, 352.7012939453125)	(321.82568359375, 463.2709655761719)
(706.3001098632812, 477.9125061035156)	(201.57064819335938, 352.7104797363281)	(325.1330261230469, 462.61151123046875)
(707.1950073242188, 480.036865234375)	(202.27920532226562, 352.1221923828125)	(329.6733093261719, 461.7205810546875)
(707.3777465820312, 482.3738708496094)	(201.1737823486328, 352.8780822753906)	(333.1397705078125, 461.4100036621094)
(709.6546020507812, 484.490966796875)	(202.48902893066406, 352.85870361328125)	(337.43768310546875, 461.2955322265625)
(710.2218627929688, 486.76531982421875)	(204.47994995117188, 352.9256591796875)	(341.6290283203125, 461.0212097167969)
(710.5089111328125, 488.7342834472656)	(205.38523864746094, 352.409423828125)	(345.4417724609375, 459.8181457519531)
(710.726318359375, 489.56402587890625)	(205.83351135253906, 352.3600158691406)	(346.85882568359375, 459.5843505859375)
(710.565185546875, 492.2994079589844)	(207.70217895507812, 352.69879150390625)	(349.28973388671875, 459.0187683105469)
(709.983642578125, 495.1055603027344)	(209.69508361816406, 352.0740051269531)	(352.7844543457031, 457.84124755859375)
(708.4485473632812, 497.8695983886719)	(210.07508850097656, 350.52691650390625)	(354.9391784667969, 457.12091064453125)
(706.0009155273438, 501.27972412109375)	(210.31906127929688, 350.2849426269531)	(357.27362060546875, 455.8265686035156)
(705.2185668945312, 501.6172180175781)	(212.36158752441406, 348.4730224609375)	(361.6361389160156, 454.46649169921875)
(704.8694458007812, 501.8493347167969)	(212.94256591796875, 347.91412353515625)	(362.8799133300781, 454.1536865234375)
(703.0133666992188, 501.59735107421875)	(215.09780883789062, 346.5660400390625)	(365.3819274902344, 453.1814880371094)
(699.9991455078125, 499.49114990234375)	(216.1540069580078, 345.271240234375)	(368.62445068359375, 452.6953125)
(696.81982421875, 495.2957458496094)	(215.5420684814453, 340.64569091796875)	(371.4705810546875, 448.7030029296875)
(692.3107299804688, 492.3253173828125)	(216.8582763671875, 338.62603759765625)	(374.7710876464844, 447.6244812011719)
(687.8302001953125, 490.31121826171875)	(217.80455017089844, 337.99493408203125)	(377.6199951171875, 446.0753479003906)
(682.306640625, 488.88983154296875)	(217.0804901123047, 338.1355285644531)	(380.24371337890625, 446.6219177246094)
(677.7554931640625, 487.6433410644531)	(217.427001953125, 338.0470886230469)	(384.2680358886719, 445.1955871582031)
(671.993896484375, 483.6780700683594)	(218.5735321044922, 335.7713623046875)	(387.75213623046875, 442.7774658203125)
(668.0136108398438, 482.0797424316406)	(218.3321075439453, 336.9701843261719)	(390.826171875, 442.26513671875)
(662.0267944335938, 477.89495849609375)	(219.99020385742188, 335.839111328125)	(395.5251159667969, 440.94268798828125)
(658.6063842773438, 478.112060546875)	(220.03338623046875, 338.50006103515625)	(400.24456787109375, 443.0553894042969)
(655.007568359375, 476.77301025390625)	(220.38246154785156, 340.1143798828125)	(403.28924560546875, 442.3454284667969)
(651.25927734375, 474.3283996582031)	(220.98812866210938, 340.0561828613281)	(407.98065185546875, 441.3004150390625)
(645.0845336914062, 469.9514465332031)	(220.34906005859375, 336.9364318847656)	(409.955322265625, 437.54547119140625)
(642.8882446289062, 469.1200866699219)	(219.15823364257812, 338.48284912109375)	(413.463623046875, 437.4293518066406)
(637.5234985351562, 464.6126708984375)	(218.34689331054688, 335.8818054199219)	(415.60577392578125, 434.35418701171875)
(634.4401245117188, 461.85150146484375)	(220.0245361328125, 335.3690490722656)	(420.4949035644531, 432.1558837890625)
(627.4347534179688, 459.484619140625)	(218.7361297607422, 334.61895751953125)	(421.8819885253906, 429.8450622558594)
(625.2513427734375, 458.3432922363281)	(218.4326934814453, 334.01361083984375)	(422.5050048828125, 428.68670654296875)
(621.9630126953125, 456.21624755859375)	(218.8969268798828, 334.6489562988281)	(424.99505615234375, 428.6956787109375)
(617.6029663085938, 453.43048095703125)	(217.65414428710938, 334.1691589355469)	(427.9626770019531, 427.5001525878906)
(614.5860595703125, 451.7579040527344)	(217.45054626464844, 333.60272216796875)	(431.48797607421875, 425.4977111816406)
(611.7318115234375, 451.21881103515625)	(219.74777221679688, 335.509033203125)	(436.91973876953125, 426.5704040527344)
(610.00830078125, 448.54583740234375)	(221.05963134765625, 335.497802734375)	(441.00054931640625, 426.1211242675781)
(611.021728515625, 445.52349853515625)	(220.7801513671875, 335.1488952636719)	(444.5989685058594, 425.764404296875)
(610.4957885742188, 444.0845947265625)	(220.7886199951172, 335.36505126953125)	(447.5141906738281, 424.94171142578125)
(613.623291015625, 441.1922607421875)	(220.98532104492188, 336.6620788574219)	(452.4489440917969, 424.7756652832031)
(616.20361328125, 438.30194091796875)	(222.0338897705078, 336.7882385253906)	(458.113037109375, 424.5242004394531)
(616.6114501953125, 434.9534912109375)	(222.947021484375, 336.04168701171875)	(461.9693603515625, 424.0507507324219)
(617.5274047851562, 432.3756103515625)	(223.28457641601562, 336.9466552734375)	(465.4906311035156, 424.3253173828125)
(616.3590087890625, 431.42095947265625)	(222.01622009277344, 337.3394775390625)	(467.8534240722656, 425.28839111328125)
(614.196044921875, 429.8883056640625)	(220.93553161621094, 337.14654541015625)	(469.6719665527344, 425.83319091796875)
(614.3555297851562, 426.7261962890625)	(223.9461212158203, 338.25225830078125)	(473.7830505371094, 426.8087463378906)
(612.9117431640625, 424.6073303222656)	(224.49639892578125, 340.2852478027344)	(475.5863037109375, 426.4803161621094)
(611.9771118164062, 421.59210205078125)	(225.2241973876953, 343.1239318847656)	(477.02093505859375, 426.0073547363281)
(610.2047729492188, 419.9409484863281)	(227.4542236328125, 346.4281005859375)	(476.6308288574219, 428.070556640625)
(609.8053588867188, 418.0634460449219)	(230.58831787109375, 349.2401428222656)	(474.61968994140625, 431.18731689453125)
(609.6435546875, 418.03192138671875)	(234.4242401123047, 353.1980895996094)	(471.9029541015625, 434.77716064453125)
(606.584716796875, 419.5320129394531)	(233.81227111816406, 357.47119140625)	(466.9664611816406, 438.3179626464844)
(603.2236328125, 420.8460388183594)	(236.26722717285156, 361.068115234375)	(463.1554260253906, 440.3746643066406)
(602.0384521484375, 421.38275146484375)	(237.18287658691406, 362.34722900390625)	(461.73919677734375, 441.02301025390625)
(600.6668090820312, 423.7284851074219)	(241.7865753173828, 365.78546142578125)	(460.45831298828125, 443.7692565917969)
(596.3598022460938, 426.06707763671875)	(245.21392822265625, 366.5551452636719)	(456.8475646972656, 447.1793518066406)
(590.993896484375, 428.01788330078125)	(247.2650909423828, 364.86492919921875)	(453.1943054199219, 449.0942687988281)
(588.1993408203125, 430.9526672363281)	(248.4684600830078, 364.01837158203125)	(451.15985107421875, 450.6085205078125)
(582.741943359375, 432.1219482421875)	(248.55963134765625, 360.9067077636719)	(448.3088684082031, 451.6578063964844)
(576.4853515625, 434.6060791015625)	(247.1546173095703, 360.19512939453125)	(443.96728515625, 454.5350036621094)
(571.3427734375, 436.9441223144531)	(243.30517578125, 358.6363830566406)	(438.8511047363281, 456.20770263671875)
(567.4739379882812, 439.8806457519531)	(241.57254028320312, 356.7940673828125)	(435.47857666015625, 459.5395202636719)
(561.4287719726562, 443.21588134765625)	(240.22901916503906, 356.67791748046875)	(430.6752624511719, 463.6679992675781)
(558.8419799804688, 443.8020935058594)	(237.232177734375, 356.37628173828125)	(427.03692626953125, 464.10260009765625)
(554.6174926757812, 445.0268859863281)	(237.54916381835938, 358.40093994140625)	(423.52734375, 466.6473083496094)
(548.102783203125, 445.5802001953125)	(236.21128845214844, 358.1993408203125)	(417.28668212890625, 467.7788391113281)
(545.1077880859375, 446.6130065917969)	(236.82765197753906, 357.4540100097656)	(414.4322814941406, 470.05865478515625)
(540.4569091796875, 448.83258056640625)	(238.20127868652344, 357.14947509765625)	(411.3399353027344, 473.04150390625)
(536.7347412109375, 451.04705810546875)	(240.1567840576172, 356.9409484863281)	(409.860107421875, 476.46978759765625)
(532.7914428710938, 452.89849853515625)	(241.26669311523438, 357.3775939941406)	(406.0122375488281, 480.1934509277344)
(528.07275390625, 455.2851257324219)	(241.30343627929688, 357.7470703125)	(402.1114807128906, 483.79156494140625)
(525.3093872070312, 456.71282958984375)	(241.42349243164062, 356.8006286621094)	(400.2029113769531, 486.58673095703125)
(522.3215942382812, 458.5562744140625)	(240.8465118408203, 356.13385009765625)	(396.8263244628906, 489.31158447265625)
(517.0414428710938, 461.3504943847656)	(240.04417419433594, 356.5517883300781)	(393.1645812988281, 492.83636474609375)
(512.921875, 463.7126770019531)	(240.25770568847656, 357.7052307128906)	(390.6833801269531, 496.6889343261719)
(508.8565979003906, 464.0710144042969)	(239.52584838867188, 356.5203857421875)	(386.7394104003906, 499.4542541503906)
(504.6459655761719, 466.13775634765625)	(240.0235137939453, 356.2262878417969)	(383.56121826171875, 503.7570495605469)
(499.12823486328125, 469.5847473144531)	(239.9549560546875, 357.5055236816406)	(377.4547424316406, 508.91650390625)
(497.1633605957031, 470.7774658203125)	(239.81358337402344, 358.0016784667969)	(375.1971130371094, 510.8459777832031)
(493.4757385253906, 472.4012451171875)	(239.47169494628906, 358.5244140625)	(371.9670715332031, 513.35693359375)
(488.443603515625, 474.4737854003906)	(239.27374267578125, 357.90966796875)	(368.1116943359375, 515.9037475585938)
(484.2429504394531, 476.4276428222656)	(239.6365966796875, 357.8421325683594)	(363.8800048828125, 519.3099975585938)
(482.1085205078125, 478.56982421875)	(240.9085235595703, 357.22650146484375)	(361.44488525390625, 522.58203125)
(476.75067138671875, 481.7433166503906)	(240.14865112304688, 356.66705322265625)	(357.9209899902344, 527.0004272460938)
(472.33746337890625, 483.87506103515625)	(238.42466735839844, 355.9411315917969)	(356.2290954589844, 530.0936279296875)
(466.9671325683594, 485.0211486816406)	(236.62136840820312, 354.7447204589844)	(353.98248291015625, 533.1412963867188)
(464.1855163574219, 486.6800842285156)	(238.17596435546875, 354.1585693359375)	(352.2496337890625, 536.0675659179688)
(463.7184753417969, 488.24493408203125)	(240.3239288330078, 355.6653137207031)	(353.30029296875, 541.2444458007812)
(463.0165710449219, 490.6629638671875)	(245.24752807617188, 357.551025390625)	(354.41851806640625, 546.0319213867188)
(462.411376953125, 491.7033996582031)	(245.85755920410156, 357.34112548828125)	(352.1553039550781, 550.1610107421875)
(459.3543395996094, 492.8644714355469)	(242.98468017578125, 354.9710388183594)	(351.6142883300781, 555.8975830078125)
(457.9544372558594, 494.06427001953125)	(239.53378295898438, 352.0531005859375)	(351.642333984375, 559.9638061523438)
(456.3853454589844, 495.658447265625)	(235.9507598876953, 349.7723388671875)	(350.09954833984375, 565.9157104492188)
(455.79571533203125, 496.5345764160156)	(234.46571350097656, 349.1869201660156)	(349.4999694824219, 568.3221435546875)
(454.8813171386719, 498.4226379394531)	(233.4590301513672, 348.5756530761719)	(348.41595458984375, 572.660888671875)
(452.51507568359375, 499.6246337890625)	(230.65924072265625, 347.5084533691406)	(345.8908996582031, 578.8847045898438)
(448.8537902832031, 500.39813232421875)	(228.80416870117188, 346.68743896484375)	(342.6357116699219, 583.5556030273438)
(446.5554504394531, 502.1570739746094)	(229.1044158935547, 348.36346435546875)	(341.7912292480469, 588.0677490234375)
(442.5036926269531, 502.7031555175781)	(227.1314697265625, 348.92529296875)	(338.2331848144531, 592.0955200195312)
(443.3673095703125, 501.5507507324219)	(228.73614501953125, 347.62664794921875)	(338.88751220703125, 594.6566162109375)
(443.0926513671875, 502.0897521972656)	(229.33843994140625, 346.99700927734375)	(338.3375549316406, 597.640380859375)
(442.4467468261719, 502.0042419433594)	(229.2333984375, 345.9991455078125)	(338.1221008300781, 600.3038330078125)
(442.0994567871094, 502.6016845703125)	(225.8863067626953, 344.3448181152344)	(337.3706359863281, 604.4338989257812)
(441.9705810546875, 502.8133544921875)	(224.51710510253906, 343.80487060546875)	(337.07159423828125, 605.9528198242188)
(442.0017395019531, 502.2655944824219)	(221.26394653320312, 341.86285400390625)	(336.9215087890625, 607.8571166992188)
(442.269287109375, 502.5325012207031)	(216.7255096435547, 339.6556091308594)	(336.2254638671875, 611.3446655273438)
(443.4637145996094, 502.2486572265625)	(213.17408752441406, 336.9264221191406)	(337.3764953613281, 614.139404296875)
(443.73614501953125, 502.8219299316406)	(209.79940795898438, 334.6555480957031)	(338.9739990234375, 617.226318359375)
(443.74725341796875, 504.5880126953125)	(205.93838500976562, 331.5744934082031)	(340.20208740234375, 620.7116088867188)
(445.3703918457031, 507.658203125)	(200.85458374023438, 329.4591064453125)	(341.59173583984375, 625.227294921875)
(445.9399108886719, 509.6764221191406)	(195.92250061035156, 326.9679260253906)	(341.6597900390625, 628.3072509765625)
(446.466064453125, 512.944091796875)	(191.5162353515625, 325.6374206542969)	(342.39422607421875, 631.4832763671875)
(447.2652282714844, 514.6453857421875)	(188.0804901123047, 323.96124267578125)	(342.623046875, 633.4998779296875)
(448.428955078125, 515.9588623046875)	(184.18345642089844, 320.3553466796875)	(343.7323913574219, 634.9864501953125)
(447.2005920410156, 518.4282836914062)	(178.80697631835938, 317.365966796875)	(343.4307861328125, 637.5948486328125)
(447.23712158203125, 519.7003173828125)	(174.3383331298828, 312.8103942871094)	(344.7456359863281, 638.6947631835938)
(445.3509521484375, 522.8291625976562)	(168.55514526367188, 311.3300476074219)	(343.525634765625, 641.8919067382812)
(445.1772155761719, 524.9761962890625)	(163.92172241210938, 308.376953125)	(343.3018493652344, 645.6334228515625)
(443.68963623046875, 526.7171630859375)	(158.7101593017578, 304.0800476074219)	(342.57635498046875, 647.2275390625)
(441.42071533203125, 528.427490234375)	(154.32798767089844, 302.1689453125)	(341.2662048339844, 649.78515625)
(440.7211608886719, 529.3138427734375)	(150.48988342285156, 298.5349426269531)	(341.5508117675781, 651.5140380859375)
(441.19622802734375, 531.8671875)	(150.9539337158203, 297.55780029296875)	(343.321044921875, 654.4076538085938)
(441.15069580078125, 532.7471313476562)	(151.16436767578125, 297.2546081542969)	(343.8608703613281, 655.207275390625)
(438.55255126953125, 534.4282836914062)	(146.5560760498047, 298.3157043457031)	(341.6358642578125, 658.0740356445312)
(437.07000732421875, 535.8218994140625)	(144.9503631591797, 300.0396728515625)	(340.9683837890625, 660.8402099609375)
(434.2210388183594, 537.614501953125)	(143.59478759765625, 301.92132568359375)	(340.2843933105469, 664.3707885742188)
(432.5704345703125, 539.3953247070312)	(144.61814880371094, 303.8855285644531)	(341.3212585449219, 666.9475708007812)
(431.2439270019531, 541.9174194335938)	(144.28598022460938, 306.8800354003906)	(341.7939147949219, 671.1022338867188)
(429.802490234375, 543.9962768554688)	(145.0908966064453, 307.8017578125)	(342.8240051269531, 674.3318481445312)
(427.4673156738281, 545.3865966796875)	(144.7014617919922, 307.56964111328125)	(342.9839172363281, 676.8536376953125)
(424.2497253417969, 547.8402709960938)	(143.92100524902344, 307.7188415527344)	(343.6853942871094, 680.103271484375)
(421.6163330078125, 549.0506591796875)	(144.00827026367188, 305.98284912109375)	(343.6334228515625, 682.7197265625)
(420.4515075683594, 549.7510375976562)	(144.73316955566406, 304.9806823730469)	(344.4496765136719, 684.8359375)
(419.54803466796875, 551.2103271484375)	(145.5667724609375, 303.9250183105469)	(345.48388671875, 686.9080200195312)
(417.99847412109375, 551.2871704101562)	(145.70912170410156, 302.555908203125)	(346.2933654785156, 689.7286987304688)
(414.69915771484375, 549.4555053710938)	(141.60215759277344, 297.9668884277344)	(343.91058349609375, 690.3594360351562)
(413.45904541015625, 548.4487915039062)	(142.55555725097656, 294.8509216308594)	(345.4183349609375, 692.70556640625)
(413.0050048828125, 549.20947265625)	(144.60545349121094, 294.8624267578125)	(347.384765625, 696.0140991210938)
(412.8470764160156, 550.9360961914062)	(147.34605407714844, 295.10546875)	(349.36090087890625, 699.3973388671875)
(411.3606262207031, 551.8263549804688)	(148.75079345703125, 295.0436096191406)	(350.96258544921875, 702.8140258789062)
(408.6567077636719, 551.4005737304688)	(149.06436157226562, 294.68377685546875)	(352.1115417480469, 705.7319946289062)
(405.55401611328125, 550.5880737304688)	(148.2920379638672, 294.21478271484375)	(352.6822204589844, 707.2890014648438)
(404.30242919921875, 549.8646850585938)	(147.64776611328125, 292.9259948730469)	(352.7384948730469, 709.3101806640625)
(404.1916809082031, 549.2461547851562)	(147.50262451171875, 292.0582580566406)	(353.6184997558594, 710.7408447265625)
(403.2789001464844, 549.4061279296875)	(146.80657958984375, 292.1767272949219)	(352.9364929199219, 713.2167358398438)
(402.89373779296875, 549.8508911132812)	(145.2460479736328, 291.7235412597656)	(352.3689880371094, 717.5645141601562)
(401.9106750488281, 549.6613159179688)	(144.79672241210938, 290.4618835449219)	(351.9953918457031, 720.4453125)
(399.9598083496094, 548.9655151367188)	(142.05519104003906, 288.436767578125)	(350.2568664550781, 722.4191284179688)
(399.4300537109375, 548.9092407226562)	(141.6493682861328, 288.1051025390625)	(350.238525390625, 725.1270751953125)
(398.45703125, 549.0396118164062)	(140.93728637695312, 288.0973815917969)	(351.1680603027344, 727.4620361328125)
(399.03985595703125, 548.908447265625)	(140.53782653808594, 287.96307373046875)	(352.9376525878906, 729.8696899414062)
(398.5840759277344, 548.82275390625)	(139.3993682861328, 287.3155822753906)	(352.9902038574219, 732.1160888671875)
(398.26446533203125, 548.6726684570312)	(139.1114959716797, 286.8633728027344)	(353.45819091796875, 734.427001953125)
(400.7419128417969, 550.9342041015625)	(142.33001708984375, 288.5611572265625)	(357.55615234375, 737.7584838867188)
(400.5030517578125, 550.0715942382812)	(142.24928283691406, 287.6556091308594)	(358.6096496582031, 739.1270751953125)
(400.08148193359375, 550.5158081054688)	(141.42807006835938, 287.7519836425781)	(359.5571594238281, 741.1671142578125)
(401.4149475097656, 550.06787109375)	(142.9640655517578, 288.51202392578125)	(362.18231201171875, 742.6649169921875)
