Yellow Robot	Blue Robot	Ball
(137.88108825683594, 642.5435180664062)	(360.87982177734375, 608.3075561523438)	(194.26617431640625, 895.0809936523438)
(136.6480255126953, 639.0052490234375)	(358.362548828125, 613.091552734375)	(193.70626831054688, 895.39697265625)
(136.74612426757812, 634.6318969726562)	(355.8035583496094, 618.4832153320312)	(194.19642639160156, 896.64013671875)
(136.845458984375, 631.032958984375)	(352.6380920410156, 624.2915649414062)	(194.0781707763672, 897.2326049804688)
(136.93612670898438, 629.6633911132812)	(351.4781799316406, 626.3441772460938)	(194.0304718017578, 897.3634033203125)
(136.02659606933594, 625.47802734375)	(348.38250732421875, 630.5064697265625)	(193.59742736816406, 897.0960083007812)
(133.87049865722656, 620.4136962890625)	(340.80609130859375, 633.6476440429688)	(189.76449584960938, 897.3319091796875)
(134.2733154296875, 616.2244873046875)	(336.8913879394531, 639.196044921875)	(188.1509552001953, 898.0103759765625)
(141.16165161132812, 612.172607421875)	(340.638671875, 644.6735229492188)	(195.0714569091797, 896.3838500976562)
(143.2847900390625, 610.479736328125)	(341.75225830078125, 646.2987670898438)	(196.9923858642578, 895.3727416992188)
(134.53720092773438, 601.560791015625)	(333.1889953613281, 646.1514282226562)	(191.63536071777344, 893.911376953125)
(132.6793975830078, 596.8259887695312)	(329.891357421875, 649.974365234375)	(191.9613494873047, 896.1124877929688)
(132.75399780273438, 592.482177734375)	(327.561767578125, 653.3938598632812)	(192.48008728027344, 894.9568481445312)
(135.5597686767578, 585.1751708984375)	(328.51885986328125, 655.8505249023438)	(195.57635498046875, 893.048828125)
(133.4319610595703, 578.177734375)	(322.5067443847656, 659.3714599609375)	(192.7972412109375, 891.8056030273438)
(132.56761169433594, 575.9600219726562)	(320.16302490234375, 660.8562622070312)	(191.60562133789062, 891.648681640625)
(130.30845642089844, 572.8823852539062)	(316.94500732421875, 664.2444458007812)	(190.6272430419922, 891.8224487304688)
(128.1002197265625, 568.0384521484375)	(313.2413635253906, 667.377197265625)	(188.82408142089844, 891.2862548828125)
(125.29204559326172, 559.920166015625)	(309.3453063964844, 667.1840209960938)	(187.87088012695312, 888.6900024414062)
(125.75493621826172, 553.547607421875)	(307.9786376953125, 665.8262939453125)	(189.60984802246094, 889.1071166992188)
(124.45603942871094, 548.0185546875)	(305.3830871582031, 664.7945556640625)	(189.63836669921875, 890.062744140625)
(124.05623626708984, 546.068359375)	(304.46929931640625, 664.30810546875)	(189.67254638671875, 890.3821411132812)
(127.25640106201172, 541.4025268554688)	(304.8576354980469, 661.2382202148438)	(192.47398376464844, 890.1271362304688)
(126.1943588256836, 537.4767456054688)	(305.14678955078125, 659.3858642578125)	(193.53018188476562, 891.5810546875)
(125.66941833496094, 536.718017578125)	(306.0968933105469, 657.196044921875)	(195.79531860351562, 889.5540771484375)
(123.71550750732422, 538.0675048828125)	(305.60552978515625, 655.500244140625)	(197.18765258789062, 889.8912353515625)
(121.68964385986328, 537.6310424804688)	(304.4129943847656, 651.5458374023438)	(197.09124755859375, 888.9457397460938)
(118.2883529663086, 536.6874389648438)	(303.70391845703125, 648.739990234375)	(197.25668334960938, 887.8468017578125)
(116.73986053466797, 536.4202270507812)	(302.9627685546875, 646.2763671875)	(197.65390014648438, 887.07275390625)
(115.80577087402344, 536.51904296875)	(302.42218017578125, 645.4839477539062)	(197.36692810058594, 886.823486328125)
(109.63380432128906, 535.0646362304688)	(298.7738952636719, 643.1434936523438)	(193.99134826660156, 885.7669067382812)
(103.348388671875, 533.7935180664062)	(294.4497985839844, 640.8240356445312)	(188.1947784423828, 886.3375854492188)
(98.5308609008789, 533.7437744140625)	(289.8553161621094, 638.5213623046875)	(186.26560974121094, 887.8518676757812)
(92.2890853881836, 532.376953125)	(286.34918212890625, 635.7412719726562)	(185.01866149902344, 888.541015625)
(94.03137969970703, 530.8187866210938)	(287.5337829589844, 634.2449951171875)	(189.19105529785156, 888.5994873046875)
(97.59490203857422, 533.368896484375)	(288.2422790527344, 638.0231323242188)	(192.23135375976562, 892.2061767578125)
(98.44267272949219, 532.5916137695312)	(286.08526611328125, 638.1339721679688)	(192.65464782714844, 890.8341674804688)
(100.0172348022461, 530.06201171875)	(282.8781433105469, 638.50390625)	(191.8517303466797, 888.9441528320312)
(99.64665985107422, 526.691650390625)	(277.0989685058594, 638.2861328125)	(190.91053771972656, 889.4610595703125)
(99.53902435302734, 525.837890625)	(274.84515380859375, 638.5833129882812)	(190.45510864257812, 889.8602905273438)
(100.89315795898438, 522.5609741210938)	(274.1368103027344, 638.8204345703125)	(188.7317352294922, 888.7681884765625)
(104.43312072753906, 519.510498046875)	(274.9913330078125, 640.2798461914062)	(188.31431579589844, 887.9976196289062)
(106.77471160888672, 517.3977661132812)	(275.3026428222656, 642.943603515625)	(185.41879272460938, 890.2407836914062)
(109.45368957519531, 511.5165100097656)	(275.1222839355469, 642.428955078125)	(0, 0)
(110.8900375366211, 506.21551513671875)	(274.12554931640625, 643.9166259765625)	(0, 0)
(112.80329132080078, 501.33795166015625)	(274.6089172363281, 645.9752807617188)	(0, 0)
(115.39830780029297, 497.8173522949219)	(274.9566650390625, 648.8773193359375)	(0, 0)
(117.65768432617188, 493.7157287597656)	(276.16314697265625, 651.5062255859375)	(0, 0)
(118.70063018798828, 492.2967224121094)	(276.8186340332031, 652.5615234375)	(0, 0)
(121.3137435913086, 489.1966247558594)	(278.35504150390625, 654.8485107421875)	(0, 0)
(127.31703186035156, 487.2349548339844)	(283.8765869140625, 657.8937377929688)	(0, 0)
(128.76564025878906, 484.0888366699219)	(282.9594421386719, 659.9696044921875)	(0, 0)
(132.67750549316406, 480.1622314453125)	(285.289306640625, 660.6223754882812)	(0, 0)
(136.25730895996094, 477.947021484375)	(287.3040466308594, 662.5631713867188)	(0, 0)
(140.7340545654297, 473.4903259277344)	(286.4222717285156, 664.998779296875)	(0, 0)
(143.47882080078125, 469.4150085449219)	(283.0059509277344, 668.0975341796875)	(0, 0)
(149.99874877929688, 464.8476257324219)	(280.9413757324219, 671.7207641601562)	(0, 0)
(152.4917755126953, 463.28662109375)	(280.25335693359375, 673.0543212890625)	(0, 0)
(154.84378051757812, 461.40997314453125)	(278.1522521972656, 676.2905883789062)	(0, 0)
(155.50363159179688, 458.63531494140625)	(272.7137756347656, 680.4873657226562)	(0, 0)
(154.63613891601562, 455.4286804199219)	(269.830078125, 683.7327270507812)	(0, 0)
(151.6339874267578, 453.84649658203125)	(266.18865966796875, 687.7235107421875)	(125.51874542236328, 910.2728271484375)
(149.25282287597656, 453.4549865722656)	(261.1329345703125, 690.9804077148438)	(0, 0)
(147.86187744140625, 452.4293518066406)	(257.5622253417969, 693.1103515625)	(119.71599578857422, 913.9725341796875)
(146.4579315185547, 453.04718017578125)	(254.79632568359375, 696.0284423828125)	(114.93540954589844, 915.3380737304688)
(145.6629638671875, 453.3153076171875)	(253.65420532226562, 697.04052734375)	(113.22400665283203, 916.2235107421875)
(147.0634765625, 454.808837890625)	(252.08187866210938, 701.0791015625)	(110.74488067626953, 917.9544067382812)
(142.2153778076172, 453.6963195800781)	(244.67723083496094, 704.1461791992188)	(101.8093032836914, 919.1105346679688)
(144.78126525878906, 454.56500244140625)	(245.0086212158203, 706.9090576171875)	(100.41722869873047, 922.52587890625)
(151.86270141601562, 450.5755615234375)	(249.43014526367188, 703.2976684570312)	(102.60224151611328, 919.63720703125)
(148.98907470703125, 452.4257507324219)	(244.7034454345703, 702.7630615234375)	(95.43878936767578, 922.5291137695312)
(146.5881805419922, 454.8208312988281)	(240.0368194580078, 702.5650634765625)	(87.51638793945312, 925.7685546875)
(143.9809112548828, 455.7380676269531)	(237.0029754638672, 700.5745239257812)	(79.43302917480469, 929.4743041992188)
(143.2761688232422, 456.2821350097656)	(235.9975128173828, 700.2122192382812)	(76.79422760009766, 931.2005004882812)
(144.6291961669922, 456.98187255859375)	(234.40872192382812, 701.6133422851562)	(74.9368896484375, 933.4281005859375)
(145.21070861816406, 455.7289123535156)	(231.34054565429688, 703.1345825195312)	(70.96874237060547, 933.9889526367188)
(147.77655029296875, 454.16741943359375)	(226.49380493164062, 704.3701171875)	(65.80270385742188, 935.9119873046875)
(149.37896728515625, 452.5084533691406)	(220.74066162109375, 706.3041381835938)	(60.09799575805664, 935.8914794921875)
(154.86090087890625, 452.04132080078125)	(218.7176055908203, 709.2186889648438)	(57.64314270019531, 937.5610961914062)
(156.03521728515625, 448.51849365234375)	(211.7992401123047, 709.3662719726562)	(51.3221435546875, 935.4719848632812)
(159.88063049316406, 444.3609619140625)	(206.11697387695312, 709.7222900390625)	(49.3414306640625, 934.7476806640625)
(161.7073516845703, 441.46112060546875)	(201.12469482421875, 711.2619018554688)	(48.7264518737793, 935.3298950195312)
(166.91651916503906, 439.68408203125)	(198.34625244140625, 715.2966918945312)	(52.266178131103516, 938.3767700195312)
(171.32469177246094, 437.1883239746094)	(195.0360870361328, 717.791259765625)	(55.210140228271484, 938.9105834960938)
(175.73684692382812, 435.03717041015625)	(192.15505981445312, 720.7268676757812)	(57.9743766784668, 940.64306640625)
(179.5260009765625, 429.0538024902344)	(187.11231994628906, 720.4295043945312)	(59.61736297607422, 938.8629760742188)
(183.9142608642578, 424.8484191894531)	(183.77345275878906, 721.2587280273438)	(62.74235916137695, 938.075927734375)
(188.08004760742188, 422.2992858886719)	(180.15065002441406, 723.0609130859375)	(65.411376953125, 939.9702758789062)
(190.44900512695312, 419.5986022949219)	(177.55064392089844, 725.0338745117188)	(67.77522277832031, 939.9496459960938)
(188.05136108398438, 417.5257568359375)	(171.59262084960938, 727.5669555664062)	(68.24854278564453, 940.6963500976562)
(186.95309448242188, 416.6826477050781)	(168.0792999267578, 730.1388549804688)	(71.49559020996094, 942.5487670898438)
(182.94520568847656, 414.8114013671875)	(160.40928649902344, 730.0643920898438)	(70.40946197509766, 942.7808227539062)
(181.29847717285156, 413.40655517578125)	(156.0960693359375, 732.778076171875)	(72.98388671875, 945.0179443359375)
(180.44558715820312, 413.0155334472656)	(154.36117553710938, 733.7229614257812)	(73.67802429199219, 945.8876953125)
(182.5545196533203, 413.620361328125)	(153.8043975830078, 739.0496215820312)	(80.05918884277344, 949.5326538085938)
(181.63816833496094, 412.0626525878906)	(148.98582458496094, 742.0347290039062)	(84.3730697631836, 951.9912719726562)
(179.79200744628906, 409.14361572265625)	(142.49267578125, 743.7046508789062)	(85.48179626464844, 953.1893310546875)
(178.7250213623047, 407.9888916015625)	(139.85658264160156, 744.2560424804688)	(85.43612670898438, 953.6522827148438)
(178.4248046875, 407.6501159667969)	(136.67715454101562, 745.7271728515625)	(86.47535705566406, 954.1715087890625)
(179.4407196044922, 407.6601257324219)	(133.66400146484375, 747.5892944335938)	(88.8166732788086, 954.6773071289062)
(182.88465881347656, 403.8163757324219)	(132.00340270996094, 746.4810180664062)	(92.80279541015625, 951.6256103515625)
(187.711181640625, 402.28411865234375)	(129.22630310058594, 747.0281372070312)	(97.16703033447266, 951.2059326171875)
(193.11228942871094, 401.4418640136719)	(125.88111877441406, 749.5957641601562)	(99.76273345947266, 952.93701171875)
(196.50929260253906, 401.05950927734375)	(120.27549743652344, 751.4234619140625)	(97.59664916992188, 954.293212890625)
(200.61936950683594, 401.26666259765625)	(115.11235809326172, 753.5531616210938)	(99.38251495361328, 955.1011352539062)
(205.0229034423828, 401.3777770996094)	(111.23008728027344, 756.095703125)	(101.2134017944336, 956.998779296875)
(211.0054931640625, 401.5230712890625)	(108.56329345703125, 758.0432739257812)	(102.6653823852539, 957.6159057617188)
(216.81198120117188, 403.7017822265625)	(107.01466369628906, 763.1744995117188)	(104.49187469482422, 961.5927734375)
(220.13648986816406, 402.9346008300781)	(101.73571014404297, 763.7171020507812)	(103.4690170288086, 961.4898071289062)
(224.54421997070312, 402.3058166503906)	(97.54718780517578, 764.5877685546875)	(103.13629913330078, 961.8456420898438)
(228.65821838378906, 405.5840148925781)	(93.82159423828125, 770.231201171875)	(103.78030395507812, 966.5578002929688)
(230.9783172607422, 405.46875)	(89.78633117675781, 772.6574096679688)	(103.82628631591797, 968.3895874023438)
(234.9542694091797, 406.1601867675781)	(88.17535400390625, 774.8740234375)	(104.03939819335938, 970.4904174804688)
(240.30702209472656, 407.0893249511719)	(88.39198303222656, 775.1654663085938)	(104.87371063232422, 971.5399169921875)
(245.4676055908203, 407.2608642578125)	(88.94384002685547, 774.8500366210938)	(106.00178527832031, 972.1802978515625)
(250.2691650390625, 404.512939453125)	(89.93439483642578, 774.029541015625)	(107.78534698486328, 972.8260498046875)
(254.02134704589844, 403.71441650390625)	(88.73825073242188, 775.8525390625)	(108.9466552734375, 974.69775390625)
(258.23699951171875, 403.5312805175781)	(87.09490203857422, 776.640625)	(110.55097961425781, 975.3412475585938)
(264.63995361328125, 402.9351806640625)	(84.01791381835938, 777.954833984375)	(112.04632568359375, 976.1512451171875)
(266.7579345703125, 402.8546447753906)	(82.92169189453125, 778.590576171875)	(112.43851470947266, 976.6150512695312)
(269.9456787109375, 402.2064208984375)	(82.0489730834961, 778.1068725585938)	(111.72320556640625, 975.5668334960938)
(273.0270080566406, 399.8182678222656)	(80.8947525024414, 775.572021484375)	(107.8260269165039, 973.959228515625)
(274.7831115722656, 397.69354248046875)	(76.58291625976562, 774.39892578125)	(105.0388412475586, 971.7715454101562)
(277.3386535644531, 396.8160400390625)	(75.58374786376953, 774.700439453125)	(0, 0)
(282.253662109375, 395.8025207519531)	(73.71675872802734, 774.2922973632812)	(0, 0)
(291.3457336425781, 396.99908447265625)	(78.82279205322266, 776.3243408203125)	(0, 0)
(298.03704833984375, 397.7871398925781)	(81.19514465332031, 777.0091552734375)	(0, 0)
(301.7024841308594, 393.85089111328125)	(76.45966339111328, 774.24072265625)	(119.3727035522461, 987.060791015625)
(303.0162353515625, 392.4505920410156)	(74.78213500976562, 773.2706298828125)	(118.02348327636719, 985.7764892578125)
(307.65850830078125, 394.77374267578125)	(76.36067199707031, 775.5132446289062)	(120.12448120117188, 987.4083251953125)
(313.0069274902344, 394.906982421875)	(77.4819564819336, 775.9700317382812)	(121.08260345458984, 988.622314453125)
(316.659423828125, 392.6746520996094)	(75.88716888427734, 773.4013061523438)	(121.89429473876953, 986.1760864257812)
(321.55157470703125, 393.9924011230469)	(76.8936996459961, 775.3126831054688)	(123.30233764648438, 988.7366943359375)
(326.777099609375, 393.8282165527344)	(76.8093032836914, 775.3330078125)	(121.32478332519531, 989.0885009765625)
(332.08148193359375, 393.0639343261719)	(76.97391510009766, 775.1805419921875)	(120.78131103515625, 989.6586303710938)
(333.8634948730469, 392.875244140625)	(76.91033172607422, 775.2525024414062)	(120.46251678466797, 989.8946533203125)
(336.03668212890625, 389.5065612792969)	(75.3009033203125, 772.93408203125)	(118.5608901977539, 986.488525390625)
(340.13092041015625, 388.109375)	(74.15458679199219, 772.240478515625)	(118.96338653564453, 985.0737915039062)
(345.8048400878906, 390.9067077636719)	(76.11769104003906, 775.2977294921875)	(120.76583099365234, 986.6317138671875)
(352.0843505859375, 387.8231201171875)	(76.58695983886719, 772.9288940429688)	(120.4714584350586, 984.7105102539062)
(357.5592346191406, 385.46551513671875)	(78.01973724365234, 770.7619018554688)	(121.29360961914062, 983.4102783203125)
(361.3912658691406, 383.0470275878906)	(77.65962219238281, 768.988525390625)	(120.56304931640625, 982.4259643554688)
(366.1519470214844, 382.5675354003906)	(77.21992492675781, 769.0462646484375)	(120.21492767333984, 982.3483276367188)
(371.4712829589844, 380.6233825683594)	(78.07670593261719, 766.8355712890625)	(120.53949737548828, 979.6697998046875)
(378.06146240234375, 379.92669677734375)	(78.9166488647461, 765.9974365234375)	(120.61035919189453, 977.6646118164062)
(382.6415100097656, 381.0135192871094)	(79.07219696044922, 767.4816284179688)	(120.31632232666016, 978.916259765625)
(386.99993896484375, 380.23138427734375)	(78.7383041381836, 767.2727661132812)	(119.33262634277344, 979.1070556640625)
(392.5645751953125, 378.75811767578125)	(79.44572448730469, 765.7456665039062)	(119.32254028320312, 976.6264038085938)
(397.3138732910156, 377.74957275390625)	(79.55474853515625, 765.9086303710938)	(119.63970184326172, 975.5670776367188)
